,imgPath,angle,distance,speed,altitude,key_a,key_d,key_1,key_3,key_q,key_e,key_w,key_s
0,dataset/S/S1040.jpg,-106.09,108.24,718,,1,0,0,0,0,0,1,1
0,dataset/S/S1040.jpg,-144.29,39.41,718,,1,0,0,0,0,0,1,1
0,dataset/S/S1040.jpg,-216.55,72.2,718,,1,0,0,0,0,0,1,1
0,dataset/S/S1040.jpg,-161.05,70.84,718,,1,0,0,0,0,0,1,1
0,dataset/S/S1040.jpg,-134.13,93.35,718,,1,0,0,0,0,0,1,1
0,dataset/S/S1040.jpg,-132.51,97.67,718,,1,0,0,0,0,0,1,1
0,dataset/S/S1040.jpg,-135.41,98.29,718,,1,0,0,0,0,0,1,1
0,dataset/S/S1039.jpg,22.83,61.85,798,,0,0,0,0,0,0,0,1
0,dataset/S/S1039.jpg,-90.0,17.0,798,,0,0,0,0,0,0,0,1
0,dataset/S/S1039.jpg,-99.11,107.35,798,,0,0,0,0,0,0,0,1
0,dataset/S/S1039.jpg,-101.09,103.94,798,,0,0,0,0,0,0,0,1
0,dataset/S/S1039.jpg,-235.71,53.25,798,,0,0,0,0,0,0,0,1
0,dataset/S/S1039.jpg,-162.6,70.21,798,,0,0,0,0,0,0,0,1
0,dataset/S/S1039.jpg,-133.32,96.21,798,,0,0,0,0,0,0,0,1
0,dataset/S/S1039.jpg,-135.44,92.63,798,,0,0,0,0,0,0,0,1
0,dataset/S/S1039.jpg,-135.84,96.18,798,,0,0,0,0,0,0,0,1
0,dataset/W/W1038.jpg,18.7,68.62,737,,0,0,0,0,0,0,1,0
0,dataset/W/W1038.jpg,-68.2,16.16,737,,0,0,0,0,0,0,1,0
0,dataset/W/W1038.jpg,-96.65,103.7,737,,0,0,0,0,0,0,1,0
0,dataset/W/W1038.jpg,-98.05,107.06,737,,0,0,0,0,0,0,1,0
0,dataset/W/W1038.jpg,-241.93,51.0,737,,0,0,0,0,0,0,1,0
0,dataset/W/W1038.jpg,-163.38,69.92,737,,0,0,0,0,0,0,1,0
0,dataset/W/W1038.jpg,-134.58,95.46,737,,0,0,0,0,0,0,1,0
0,dataset/W/W1038.jpg,-136.33,91.24,737,,0,0,0,0,0,0,1,0
0,dataset/W/W1037.jpg,15.12,76.66,,,0,0,0,0,0,0,1,0
0,dataset/W/W1037.jpg,-49.09,19.85,,,0,0,0,0,0,0,1,0
0,dataset/W/W1037.jpg,-97.67,104.94,,,0,0,0,0,0,0,1,0
0,dataset/W/W1037.jpg,-249.3,48.1,,,0,0,0,0,0,0,1,0
0,dataset/W/W1037.jpg,-165.76,69.12,,,0,0,0,0,0,0,1,0
0,dataset/W/W1037.jpg,-135.87,93.35,,,0,0,0,0,0,0,1,0
0,dataset/W/W1037.jpg,-137.73,89.2,,,0,0,0,0,0,0,1,0
0,dataset/W/W1036.jpg,12.24,84.93,,,0,0,0,0,0,0,1,0
0,dataset/W/W1036.jpg,-258.93,46.87,,,0,0,0,0,0,0,1,0
0,dataset/W/W1036.jpg,-96.71,102.7,,,0,0,0,0,0,0,1,0
0,dataset/W/W1036.jpg,-98.13,106.07,,,0,0,0,0,0,0,1,0
0,dataset/W/W1036.jpg,-173.19,67.48,,,0,0,0,0,0,0,1,0
0,dataset/W/W1036.jpg,-140.62,86.68,,,0,0,0,0,0,0,1,0
0,dataset/W/W1035.jpg,7.28,94.76,,,0,0,0,0,0,0,1,0
0,dataset/W/W1035.jpg,87.56,47.04,,,0,0,0,0,0,0,1,0
0,dataset/W/W1035.jpg,-100.55,103.75,,,0,0,0,0,0,0,1,0
0,dataset/W/W1035.jpg,-101.73,108.26,,,0,0,0,0,0,0,1,0
0,dataset/W/W1035.jpg,-103.77,105.02,,,0,0,0,0,0,0,1,0
0,dataset/W/W1035.jpg,-200.46,71.51,,,0,0,0,0,0,0,1,0
0,dataset/W/W1035.jpg,-157.75,71.31,,,0,0,0,0,0,0,1,0
0,dataset/W/W1035.jpg,-161.57,69.57,,,0,0,0,0,0,0,1,0
0,dataset/W/W1035.jpg,-160.82,73.05,,,0,0,0,0,0,0,1,0
0,dataset/Q/Q_1034.jpg,2.81,102.12,,,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1034.jpg,76.83,48.27,,,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1034.jpg,-106.6,108.52,,,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1034.jpg,-221.85,89.94,,,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1034.jpg,-186.91,66.48,,,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1034.jpg,-190.15,68.07,,,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1034.jpg,-224.56,92.63,,,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1033.jpg,-1.03,111.02,,,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1033.jpg,63.43,51.43,,,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1033.jpg,-109.94,108.5,,,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1033.jpg,-111.52,111.79,,,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1033.jpg,-236.44,121.2,,,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1033.jpg,-218.23,84.02,,,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1033.jpg,-214.99,85.45,,,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1032.jpg,-4.76,120.42,,1179,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1032.jpg,-16.11,46.84,,1179,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1032.jpg,52.31,55.61,,1179,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1032.jpg,-114.36,116.36,,1179,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1032.jpg,-233.75,111.61,,1179,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1032.jpg,-231.75,108.23,,1179,0,0,0,0,1,0,0,0
0,dataset/3/31031.jpg,-8.81,130.54,860,11825,0,0,0,1,1,1,0,0
0,dataset/3/31031.jpg,41.63,60.21,860,11825,0,0,0,1,1,1,0,0
0,dataset/3/31031.jpg,-117.01,114.49,860,11825,0,0,0,1,1,1,0,0
0,dataset/3/31031.jpg,-117.85,119.88,860,11825,0,0,0,1,1,1,0,0
0,dataset/3/31030.jpg,-12.12,138.08,54,11880,0,0,0,1,1,1,0,0
0,dataset/3/31030.jpg,-121.12,123.82,54,11880,0,0,0,1,1,1,0,0
0,dataset/3/31030.jpg,-122.65,122.33,54,11880,0,0,0,1,1,1,0,0
0,dataset/Q/Q_1029.jpg,-16.32,145.88,43,,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1029.jpg,-238.3,119.89,43,,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1029.jpg,-122.3,125.4,43,,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1029.jpg,-235.54,123.71,43,,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1028.jpg,-19.27,151.49,542,,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1028.jpg,16.26,75.0,542,,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1028.jpg,-122.3,125.4,542,,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1027.jpg,-23.15,157.7,,1977,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1027.jpg,9.71,77.1,,1977,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1027.jpg,-16.48,74.04,,1977,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1027.jpg,-122.3,125.4,,1977,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1026.jpg,-27.68,161.47,632,2815,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1026.jpg,-27.54,157.89,632,2815,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1026.jpg,2.83,81.1,632,2815,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1026.jpg,-17.05,78.45,632,2815,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1026.jpg,-122.3,125.4,632,2815,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1025.jpg,-2.76,83.1,,12059,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1025.jpg,-20.22,80.99,,12059,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1025.jpg,-122.3,125.4,,12059,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1024.jpg,-35.88,174.03,,123,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1024.jpg,-34.99,170.89,,123,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1024.jpg,-8.7,85.99,,123,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1024.jpg,-122.3,125.4,,123,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1023.jpg,-37.13,175.6,622,12124,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1023.jpg,-12.6,87.1,622,12124,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1023.jpg,-122.3,125.4,622,12124,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1022.jpg,-37.13,175.6,819,,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1022.jpg,-13.72,88.53,819,,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1022.jpg,-122.3,125.4,819,,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1021.jpg,-17.28,94.25,598,,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1021.jpg,-122.3,125.4,598,,0,0,0,0,1,0,0,0
0,dataset/1/11020.jpg,-37.13,175.6,597,,0,0,1,0,0,0,0,0
0,dataset/1/11020.jpg,-17.68,95.51,597,,0,0,1,0,0,0,0,0
0,dataset/1/11020.jpg,-122.3,125.4,597,,0,0,1,0,0,0,0,0
0,dataset/1/11019.jpg,-37.13,175.6,,,0,0,1,0,0,0,0,0
0,dataset/1/11019.jpg,-18.43,98.03,,,0,0,1,0,0,0,0,0
0,dataset/1/11019.jpg,-122.3,125.4,,,0,0,1,0,0,0,0,0
0,dataset/1/11018.jpg,-37.13,175.6,,,0,0,1,0,0,0,0,0
0,dataset/1/11018.jpg,-18.8,99.3,,,0,0,1,0,0,0,0,0
0,dataset/1/11018.jpg,-121.61,122.11,,,0,0,1,0,0,0,0,0
0,dataset/1/11017.jpg,-37.13,175.6,,1315,0,0,1,0,0,0,0,0
0,dataset/1/11017.jpg,-99.28,105.38,,1315,0,0,1,0,0,0,0,0
0,dataset/1/11017.jpg,-102.17,104.35,,1315,0,0,1,0,0,0,0,0
0,dataset/D/D1016.jpg,-22.36,152.46,,,0,1,0,0,0,0,0,0
0,dataset/D/D1016.jpg,20.49,105.69,,,0,1,0,0,0,0,0,0
0,dataset/D/D1016.jpg,-78.79,108.06,,,0,1,0,0,0,0,0,0
0,dataset/D/D1016.jpg,-79.55,104.74,,,0,1,0,0,0,0,0,0
0,dataset/D/D1015.jpg,4.86,141.51,,,0,1,0,0,0,0,0,0
0,dataset/D/D1015.jpg,6.97,140.04,,,0,1,0,0,0,0,0,0
0,dataset/D/D1015.jpg,-57.21,123.71,,,0,1,0,0,0,0,0,0
0,dataset/D/D1015.jpg,-217.41,85.6,,,0,1,0,0,0,0,0,0
0,dataset/D/D1014.jpg,31.97,166.21,,,0,1,0,0,0,0,0,0
0,dataset/D/D1014.jpg,33.79,167.24,,,0,1,0,0,0,0,0,0
0,dataset/D/D1014.jpg,-42.6,152.16,,,0,1,0,0,0,0,0,0
0,dataset/D/D1014.jpg,-122.79,123.71,,,0,1,0,0,0,0,0,0
0,dataset/D/D1014.jpg,-126.97,111.4,,,0,1,0,0,0,0,0,0
0,dataset/D/D1014.jpg,-123.29,118.43,,,0,1,0,0,0,0,0,0
0,dataset/D/D1013.jpg,-26.73,157.87,,,0,1,0,0,0,0,0,0
0,dataset/D/D1013.jpg,35.76,176.23,,,0,1,0,0,0,0,0,0
0,dataset/D/D1013.jpg,37.39,176.21,,,0,1,0,0,0,0,0,0
0,dataset/D/D1013.jpg,-121.95,119.04,,,0,1,0,0,0,0,0,0
0,dataset/D/D1013.jpg,-122.05,126.25,,,0,1,0,0,0,0,0,0
0,dataset/D/D1013.jpg,-124.72,122.89,,,0,1,0,0,0,0,0,0
0,dataset/D/D1012.jpg,-10.69,145.53,,,0,1,0,0,0,0,0,0
0,dataset/D/D1012.jpg,35.76,176.23,,,0,1,0,0,0,0,0,0
0,dataset/D/D1012.jpg,37.19,177.0,,,0,1,0,0,0,0,0,0
0,dataset/D/D1011.jpg,7.96,144.39,592,,0,1,0,0,0,0,0,0
0,dataset/D/D1011.jpg,42.86,151.43,592,,0,1,0,0,0,0,0,0
0,dataset/D/D1011.jpg,44.19,149.21,592,,0,1,0,0,0,0,0,0
0,dataset/D/D1010.jpg,27.04,160.56,,,0,1,0,0,0,0,0,0
0,dataset/D/D1010.jpg,26.4,155.18,,,0,1,0,0,0,0,0,0
0,dataset/D/D1010.jpg,70.42,110.39,,,0,1,0,0,0,0,0,0
0,dataset/D/D1010.jpg,87.25,104.12,,,0,1,0,0,0,0,0,0
0,dataset/D/D1009.jpg,36.87,175.0,,,0,1,0,0,0,0,0,0
0,dataset/D/D1009.jpg,37.14,170.6,,,0,1,0,0,0,0,0,0
0,dataset/D/D1009.jpg,-55.19,127.88,,,0,1,0,0,0,0,0,0
0,dataset/D/D1009.jpg,-55.92,123.15,,,0,1,0,0,0,0,0,0
0,dataset/D/D1009.jpg,-253.25,107.56,,,0,1,0,0,0,0,0,0
0,dataset/D/D1009.jpg,-250.73,109.11,,,0,1,0,0,0,0,0,0
0,dataset/D/D1008.jpg,36.37,183.81,,,0,1,0,0,0,0,0,0
0,dataset/D/D1008.jpg,-37.07,169.2,,,0,1,0,0,0,0,0,0
0,dataset/D/D1008.jpg,-38.71,167.89,,,0,1,0,0,0,0,0,0
0,dataset/D/D1008.jpg,-42.12,155.05,,,0,1,0,0,0,0,0,0
0,dataset/D/D1008.jpg,55.57,107.9,,,0,1,0,0,0,0,0,0
0,dataset/D/D1008.jpg,-242.58,119.42,,,0,1,0,0,0,0,0,0
0,dataset/D/D1007.jpg,-35.31,176.47,,,0,1,0,0,0,0,0,0
0,dataset/D/D1007.jpg,-37.0,172.8,,,0,1,0,0,0,0,0,0
0,dataset/D/D1007.jpg,69.51,97.14,,,0,1,0,0,0,0,0,0
0,dataset/D/D1007.jpg,-233.51,119.4,,,0,1,0,0,0,0,0,0
0,dataset/D/D1006.jpg,-35.31,176.47,,,0,1,0,0,0,0,0,0
0,dataset/D/D1006.jpg,-37.45,177.61,,,0,1,0,0,0,0,0,0
0,dataset/D/D1006.jpg,-36.67,170.8,,,0,1,0,0,0,0,0,0
0,dataset/D/D1006.jpg,77.71,103.37,,,0,1,0,0,0,0,0,0
0,dataset/D/D1006.jpg,-232.08,109.02,,,0,1,0,0,0,0,0,0
0,dataset/D/D1005.jpg,-37.65,176.82,,,0,1,0,0,0,0,0,0
0,dataset/D/D1005.jpg,70.73,109.11,,,0,1,0,0,0,0,0,0
0,dataset/D/D1005.jpg,-238.14,121.26,,,0,1,0,0,0,0,0,0
0,dataset/D/D1005.jpg,-238.33,125.72,,,0,1,0,0,0,0,0,0
0,dataset/D/D1004.jpg,-37.45,177.61,,,0,1,0,0,0,0,0,0
0,dataset/D/D1004.jpg,66.87,112.0,,,0,1,0,0,0,0,0,0
0,dataset/D/D1004.jpg,68.85,113.65,,,0,1,0,0,0,0,0,0
0,dataset/D/D1004.jpg,69.26,110.14,,,0,1,0,0,0,0,0,0
0,dataset/D/D1004.jpg,-238.14,121.26,,,0,1,0,0,0,0,0,0
0,dataset/D/D1004.jpg,-238.33,125.72,,,0,1,0,0,0,0,0,0
0,dataset/W/W1003.jpg,-37.45,177.61,,,0,0,0,0,0,0,1,0
0,dataset/W/W1003.jpg,67.07,112.92,,,0,0,0,0,0,0,1,0
0,dataset/W/W1003.jpg,-238.14,121.26,,,0,0,0,0,0,0,1,0
0,dataset/W/W1003.jpg,-238.33,125.72,,,0,0,0,0,0,0,1,0
0,dataset/W/W1002.jpg,65.68,114.13,,,0,0,0,0,0,0,1,0
0,dataset/W/W1002.jpg,-238.14,121.26,,,0,0,0,0,0,0,1,0
0,dataset/W/W1002.jpg,-237.95,126.25,,,0,0,0,0,0,0,1,0
0,dataset/W/W1001.jpg,-37.65,176.82,,12295,0,0,0,0,0,0,1,0
0,dataset/W/W1001.jpg,61.23,116.36,,12295,0,0,0,0,0,0,1,0
0,dataset/W/W1001.jpg,63.43,118.51,,12295,0,0,0,0,0,0,1,0
0,dataset/W/W1001.jpg,63.66,114.93,,12295,0,0,0,0,0,0,1,0
0,dataset/W/W1001.jpg,-202.48,31.38,,12295,0,0,0,0,0,0,1,0
0,dataset/W/W1001.jpg,-238.14,121.26,,12295,0,0,0,0,0,0,1,0
0,dataset/W/W1001.jpg,-237.95,126.25,,12295,0,0,0,0,0,0,1,0
0,dataset/3/31000.jpg,-37.65,176.82,888,12359,0,0,0,1,0,1,0,0
0,dataset/3/31000.jpg,-36.67,170.8,888,12359,0,0,0,1,0,1,0,0
0,dataset/3/31000.jpg,60.62,118.21,888,12359,0,0,0,1,0,1,0,0
0,dataset/3/31000.jpg,62.8,120.31,888,12359,0,0,0,1,0,1,0,0
0,dataset/3/31000.jpg,62.77,115.84,888,12359,0,0,0,1,0,1,0,0
0,dataset/3/31000.jpg,-208.61,25.06,888,12359,0,0,0,1,0,1,0,0
0,dataset/3/31000.jpg,-238.14,121.26,888,12359,0,0,0,1,0,1,0,0
0,dataset/3/31000.jpg,-237.95,126.25,888,12359,0,0,0,1,0,1,0,0
0,dataset/3/3999.jpg,59.95,117.83,854,,0,0,0,1,0,1,0,0
0,dataset/3/3999.jpg,62.37,120.77,854,,0,0,0,1,0,1,0,0
0,dataset/3/3999.jpg,62.77,115.84,854,,0,0,0,1,0,1,0,0
0,dataset/3/3999.jpg,-238.14,121.26,854,,0,0,0,1,0,1,0,0
0,dataset/3/3999.jpg,-238.33,125.72,854,,0,0,0,1,0,1,0,0
0,dataset/3/3998.jpg,59.95,117.83,830,,0,0,0,1,0,1,0,0
0,dataset/3/3998.jpg,62.37,120.77,830,,0,0,0,1,0,1,0,0
0,dataset/3/3998.jpg,62.77,115.84,830,,0,0,0,1,0,1,0,0
0,dataset/3/3998.jpg,-238.14,121.26,830,,0,0,0,1,0,1,0,0
0,dataset/3/3998.jpg,-237.95,126.25,830,,0,0,0,1,0,1,0,0
0,dataset/3/3997.jpg,61.7,118.12,787,,0,0,0,1,0,1,0,0
0,dataset/3/3997.jpg,-238.14,121.26,787,,0,0,0,1,0,1,0,0
0,dataset/3/3997.jpg,-237.95,126.25,787,,0,0,0,1,0,1,0,0
0,dataset/3/3996.jpg,60.62,118.21,754,12723,0,0,0,1,0,1,0,0
0,dataset/3/3996.jpg,62.8,120.31,754,12723,0,0,0,1,0,1,0,0
0,dataset/3/3996.jpg,-238.14,121.26,754,12723,0,0,0,1,0,1,0,0
0,dataset/3/3996.jpg,-238.33,125.72,754,12723,0,0,0,1,0,1,0,0
0,dataset/S/S995.jpg,60.62,118.21,753,,0,0,0,0,0,0,0,1
0,dataset/S/S995.jpg,62.8,120.31,753,,0,0,0,0,0,0,0,1
0,dataset/S/S995.jpg,62.77,115.84,753,,0,0,0,0,0,0,0,1
0,dataset/S/S995.jpg,-238.14,121.26,753,,0,0,0,0,0,0,0,1
0,dataset/S/S995.jpg,-238.33,125.72,753,,0,0,0,0,0,0,0,1
0,dataset/S/S994.jpg,61.7,118.12,738,,0,0,0,0,0,0,0,1
0,dataset/S/S994.jpg,-238.14,121.26,738,,0,0,0,0,0,0,0,1
0,dataset/S/S994.jpg,-238.33,125.72,738,,0,0,0,0,0,0,0,1
0,dataset/S/S993.jpg,59.36,119.71,855,,0,0,0,0,0,0,0,1
0,dataset/S/S993.jpg,61.31,120.83,855,,0,0,0,0,0,0,0,1
0,dataset/S/S993.jpg,61.47,117.24,855,,0,0,0,0,0,0,0,1
0,dataset/S/S993.jpg,-238.14,121.26,855,,0,0,0,0,0,0,0,1
0,dataset/S/S993.jpg,-238.33,125.72,855,,0,0,0,0,0,0,0,1
0,dataset/1/1992.jpg,58.14,121.26,829,,0,0,1,0,0,0,0,0
0,dataset/1/1992.jpg,60.08,122.3,829,,0,0,1,0,0,0,0,0
0,dataset/1/1992.jpg,60.2,118.7,829,,0,0,1,0,0,0,0,0
0,dataset/1/1992.jpg,90.0,4.0,829,,0,0,1,0,0,0,0,0
0,dataset/1/1992.jpg,-230.19,7.81,829,,0,0,1,0,0,0,0,0
0,dataset/1/1992.jpg,-238.14,121.26,829,,0,0,1,0,0,0,0,0
0,dataset/1/1992.jpg,-238.33,125.72,829,,0,0,1,0,0,0,0,0
0,dataset/1/1991.jpg,57.99,122.64,815,13192,0,0,1,0,0,0,0,0
0,dataset/1/1991.jpg,-258.69,5.1,815,13192,0,0,1,0,0,0,0,0
0,dataset/1/1991.jpg,-236.98,119.27,815,13192,0,0,1,0,0,0,0,0
0,dataset/1/1991.jpg,-237.85,124.02,815,13192,0,0,1,0,0,0,0,0
0,dataset/1/1991.jpg,-235.8,124.54,815,13192,0,0,1,0,0,0,0,0
0,dataset/1/1990.jpg,55.05,125.67,,,0,0,1,0,0,0,0,0
0,dataset/1/1990.jpg,57.18,127.32,,,0,0,1,0,0,0,0,0
0,dataset/1/1990.jpg,56.7,122.04,,,0,0,1,0,0,0,0,0
0,dataset/1/1990.jpg,53.13,5.0,,,0,0,1,0,0,0,0,0
0,dataset/1/1990.jpg,-237.35,122.33,,,0,0,1,0,0,0,0,0
0,dataset/1/1990.jpg,-235.01,122.07,,,0,0,1,0,0,0,0,0
0,dataset/1/1989.jpg,52.86,129.2,881,,0,0,1,0,0,0,0,0
0,dataset/1/1989.jpg,54.72,129.85,881,,0,0,1,0,0,0,0,0
0,dataset/1/1989.jpg,54.67,126.25,881,,0,0,1,0,0,0,0,0
0,dataset/1/1989.jpg,20.56,8.54,881,,0,0,1,0,0,0,0,0
0,dataset/1/1989.jpg,-235.09,117.07,881,,0,0,1,0,0,0,0,0
0,dataset/1/1988.jpg,51.14,132.28,,13318,0,0,1,0,0,0,0,0
0,dataset/1/1988.jpg,52.87,134.2,,13318,0,0,1,0,0,0,0,0
0,dataset/1/1988.jpg,4.76,12.04,,13318,0,0,1,0,0,0,0,0
0,dataset/1/1988.jpg,-235.49,116.5,,13318,0,0,1,0,0,0,0,0
0,dataset/1/1988.jpg,-234.05,112.41,,13318,0,0,1,0,0,0,0,0
0,dataset/1/1988.jpg,-233.03,116.4,,13318,0,0,1,0,0,0,0,0
0,dataset/1/1987.jpg,49.17,136.12,,,0,0,1,0,0,0,0,0
0,dataset/1/1987.jpg,51.21,137.28,,,0,0,1,0,0,0,0,0
0,dataset/1/1987.jpg,-232.82,109.2,,,0,0,1,0,0,0,0,0
0,dataset/1/1987.jpg,-234.76,112.65,,,0,0,1,0,0,0,0,0
0,dataset/1/1987.jpg,-231.81,113.23,,,0,0,1,0,0,0,0,0
0,dataset/1/1986.jpg,-35.05,175.89,809,,0,0,1,0,0,0,0,0
0,dataset/1/1986.jpg,-37.39,176.21,809,,0,0,1,0,0,0,0,0
0,dataset/1/1986.jpg,-36.4,170.21,809,,0,0,1,0,0,0,0,0
0,dataset/1/1986.jpg,48.23,138.11,809,,0,0,1,0,0,0,0,0
0,dataset/1/1986.jpg,-230.53,110.11,809,,0,0,1,0,0,0,0,0
0,dataset/1/1985.jpg,-35.05,175.89,,,0,0,1,0,0,0,0,0
0,dataset/1/1985.jpg,-37.39,176.21,,,0,0,1,0,0,0,0,0
0,dataset/1/1985.jpg,-36.67,170.8,,,0,0,1,0,0,0,0,0
0,dataset/1/1985.jpg,44.73,147.79,,,0,0,1,0,0,0,0,0
0,dataset/1/1985.jpg,66.71,78.39,,,0,0,1,0,0,0,0,0
0,dataset/1/1985.jpg,68.46,81.71,,,0,0,1,0,0,0,0,0
0,dataset/1/1985.jpg,-4.76,24.08,,,0,0,1,0,0,0,0,0
0,dataset/1/1985.jpg,-232.07,97.62,,,0,0,1,0,0,0,0,0
0,dataset/1/1984.jpg,-35.31,176.47,851,,0,0,1,0,0,0,0,0
0,dataset/1/1984.jpg,-37.33,174.81,851,,0,0,1,0,0,0,0,0
0,dataset/1/1984.jpg,-36.4,170.21,851,,0,0,1,0,0,0,0,0
0,dataset/1/1984.jpg,40.17,159.67,851,,0,0,1,0,0,0,0,0
0,dataset/1/1984.jpg,61.5,79.65,851,,0,0,1,0,0,0,0,0
0,dataset/1/1984.jpg,-7.85,29.27,851,,0,0,1,0,0,0,0,0
0,dataset/1/1984.jpg,-236.31,86.53,851,,0,0,1,0,0,0,0,0
0,dataset/1/1983.jpg,-35.31,176.47,88,,0,0,1,0,0,0,0,0
0,dataset/1/1983.jpg,-37.33,174.81,88,,0,0,1,0,0,0,0,0
0,dataset/1/1983.jpg,-36.4,170.21,88,,0,0,1,0,0,0,0,0
0,dataset/1/1983.jpg,39.09,164.92,88,,0,0,1,0,0,0,0,0
0,dataset/1/1983.jpg,59.39,82.49,88,,0,0,1,0,0,0,0,0
0,dataset/1/1983.jpg,-239.04,81.63,88,,0,0,1,0,0,0,0,0
0,dataset/1/1982.jpg,-35.31,176.47,844,,0,0,1,0,0,0,0,0
0,dataset/1/1982.jpg,-37.33,174.81,844,,0,0,1,0,0,0,0,0
0,dataset/1/1982.jpg,-36.4,170.21,844,,0,0,1,0,0,0,0,0
0,dataset/1/1982.jpg,36.87,170.0,844,,0,0,1,0,0,0,0,0
0,dataset/1/1982.jpg,38.82,170.7,844,,0,0,1,0,0,0,0,0
0,dataset/1/1982.jpg,38.39,165.86,844,,0,0,1,0,0,0,0,0
0,dataset/1/1982.jpg,56.69,83.76,844,,0,0,1,0,0,0,0,0
0,dataset/1/1982.jpg,-241.02,74.3,844,,0,0,1,0,0,0,0,0
0,dataset/W/W981.jpg,-35.05,175.89,817,,0,0,0,0,0,0,1,0
0,dataset/W/W981.jpg,-37.39,176.21,817,,0,0,0,0,0,0,1,0
0,dataset/W/W981.jpg,37.41,171.21,817,,0,0,0,0,0,0,1,0
0,dataset/W/W981.jpg,-36.4,170.21,817,,0,0,0,0,0,0,1,0
0,dataset/W/W981.jpg,55.56,84.88,817,,0,0,0,0,0,0,1,0
0,dataset/W/W981.jpg,-241.88,65.76,817,,0,0,0,0,0,0,1,0
0,dataset/W/W980.jpg,-35.05,175.89,824,,0,0,0,0,0,0,1,0
0,dataset/W/W980.jpg,-37.39,176.21,824,,0,0,0,0,0,0,1,0
0,dataset/W/W980.jpg,37.61,170.41,824,,0,0,0,0,0,0,1,0
0,dataset/W/W980.jpg,-36.4,170.21,824,,0,0,0,0,0,0,1,0
0,dataset/W/W980.jpg,55.56,84.88,824,,0,0,0,0,0,0,1,0
0,dataset/W/W980.jpg,-242.56,58.59,824,,0,0,0,0,0,0,1,0
0,dataset/E/E_979.jpg,-35.05,175.89,829,,0,0,0,0,0,0,0,0
0,dataset/E/E_979.jpg,-37.39,176.21,829,,0,0,0,0,0,0,0,0
0,dataset/E/E_979.jpg,-36.4,170.21,829,,0,0,0,0,0,0,0,0
0,dataset/E/E_979.jpg,37.34,169.81,829,,0,0,0,0,0,0,0,0
0,dataset/E/E_979.jpg,38.39,165.86,829,,0,0,0,0,0,0,0,0
0,dataset/E/E_979.jpg,55.18,84.05,829,,0,0,0,0,0,0,0,0
0,dataset/E/E_979.jpg,-9.16,31.4,829,,0,0,0,0,0,0,0,0
0,dataset/E/E_979.jpg,-242.95,52.77,829,,0,0,0,0,0,0,0,0
0,dataset/E/E_978.jpg,-35.05,175.89,838,,0,0,0,0,0,0,0,0
0,dataset/E/E_978.jpg,-37.39,176.21,838,,0,0,0,0,0,0,0,0
